Station Id;Date Timestamp [UTC];Date Txt [UTC]; Average Wind Speed [nds];Min Wind Speed [nds];Max Wind Speed [nds];Wind Direction [degree];Wind Direction [txt]
2;1652484940;2022-05-14 01:35;16;14;17;225;SO;
2;1652485053;2022-05-14 01:37;17;14;18;225;SO;
2;1652485167;2022-05-14 01:39;16;16;17;225;SO;
2;1652485286;2022-05-14 01:41;16;14;16;225;SO;
2;1652485400;2022-05-14 01:43;17;14;18;225;SO;
2;1652485563;2022-05-14 01:46;17;16;20;225;SO;
2;1652485678;2022-05-14 01:47;17;16;20;225;SO;
2;1652485792;2022-05-14 01:49;18;17;21;225;SO;
2;1652485905;2022-05-14 01:51;17;16;18;225;SO;
2;1652486022;2022-05-14 01:53;17;16;20;225;SO;
2;1652486136;2022-05-14 01:55;17;16;18;225;SO;
2;1652486251;2022-05-14 01:57;17;17;18;225;SO;
2;1652486370;2022-05-14 01:59;17;16;17;225;SO;
